index	col	data
75	14	0.8415937243094462
76	7	0.5401111026473682
76	14	0.8415937243094462
77	0	0.6029351113832301
77	1	0.6863946980950645
77	7	0.40660984971871633
78	3	0.8837227420214503
78	4	0.46801080674925544
79	4	1.0
80	0	0.711817636290042
80	16	0.7023643304343249
81	7	0.39254067483788696
81	10	0.7183608892657631
81	16	0.5743426254171964
82	4	0.4107924687574061
82	10	0.694183632943484
82	14	0.5910656743252662
83	4	0.5048862585582906
83	7	0.46621627821471856
83	14	0.7264518207332316
84	0	0.5530333660868391
84	1	0.6295854449093398
84	16	0.5456887973497062
85	4	0.7346820089342178
85	7	0.6784116344435596
86	5	0.8641199327245048
86	7	0.5032859444373519
87	6	1.0
88	7	0.5642622455769202
88	16	0.8255956142182995
89	1	0.5506444382683576
89	4	0.35324933193177477
89	5	0.560059867035741
89	14	0.5082701618527177
90	4	1.0
91	13	0.6722224847591268
91	15	0.5781116917741124
91	16	0.4624973543906377
92	4	1.0
93	7	0.5401111026473682
93	14	0.8415937243094462
94	4	0.7346820089342178
94	7	0.6784116344435596
95	1	0.44974585496468444
95	3	0.5448003922250277
95	4	0.2885208889151312
95	12	0.6462792703105706
96	6	1.0
97	0	0.5019269949334259
97	7	0.33849158247134664
97	17	0.7959225718329292
98	5	0.695818769354823
98	7	0.4052629655097032
98	16	0.5929571392603523
99	0	0.4896975573956125
99	1	0.5574825561167359
99	4	0.35763612019972985
99	5	0.5670149093584803
100	7	0.4255312099181478
100	13	0.9049437492936218
101	6	1.0
102	5	0.8641199327245048
102	7	0.5032859444373519
103	4	0.5707052524498741
103	14	0.8211549883098352
104	4	1.0
105	7	1.0
106	4	0.5707052524498741
106	14	0.8211549883098352
107	7	0.35465312690703177
107	13	0.75421290584935
107	14	0.5526156460193143
108	4	1.0
109	1	0.5122932056626417
109	3	0.6205672299106341
109	8	0.5936766667075072
110	6	1.0
111	4	0.5707052524498741
111	14	0.8211549883098352
112	16	1.0
113	4	1.0
114	6	1.0
115	7	0.5401111026473682
115	14	0.8415937243094462
116	4	1.0
117	4	1.0
118	0	0.48210372215277636
118	4	0.3520901873424625
118	5	0.558222098904616
118	7	0.32512308258786615
118	16	0.4757011357214494
119	1	0.6366234146642168
119	3	0.7711748361437065
120	7	1.0
121	7	1.0
122	5	0.695818769354823
122	7	0.4052629655097032
122	16	0.5929571392603523
123	1	0.48906874374997233
123	7	0.28971693538745236
123	11	0.8227246570004613
124	0	0.4439597599591151
124	7	0.29939940114616137
124	14	0.4665200471376454
124	17	0.7040019714099202
125	7	0.4795180468634027
125	10	0.8775320180667526
126	0	0.4896975573956125
126	1	0.5574825561167359
126	4	0.35763612019972985
126	5	0.5670149093584803
127	7	1.0
128	1	0.5512212927962851
128	7	0.32653516649776354
128	17	0.76780848615281
129	4	0.7346820089342178
129	7	0.6784116344435596
130	4	0.4183229562720061
130	17	0.9082983564093073
131	1	0.6366234146642168
131	3	0.7711748361437065
132	5	0.5899372255174111
132	7	0.3435947979664763
132	13	0.7306960276060048
133	0	0.412602205330581
133	1	0.4697154980931818
133	13	0.5917374157117735
133	15	0.5088944899035229
134	7	0.33962221695437605
134	16	0.49691542364658503
134	17	0.7985811239273878
135	6	1.0
136	0	0.41910459621080354
136	14	0.44040184181979397
136	18	0.7939757900318578
137	5	0.38732843749870893
137	9	0.714755272717068
137	13	0.47974485829559577
137	16	0.3300703751730791
138	0	0.5492913864502283
138	5	0.6360178869502786
138	16	0.54199651313536
139	4	0.478565243257918
139	5	0.7587422318429805
139	7	0.44191122814816847
140	0	0.6251210914926111
140	7	0.4215717218469494
140	14	0.6568872843266832
141	1	0.5956716759027084
141	3	0.7215678790294081
141	7	0.3528669019336613
142	0	0.46573002032530486
142	1	0.5301973805466578
142	5	0.5392631865772953
142	16	0.45954488511107916
143	4	0.7346820089342178
143	7	0.6784116344435596
144	0	0.5349171941201941
144	15	0.6597551082508574
144	16	0.5278132175035769
145	0	0.5088596711516219
145	5	0.5892024903059239
145	15	0.627616332238702
146	4	1.0
147	7	1.0
148	4	1.0
149	10	1.0
150	4	0.7346820089342178
150	7	0.6784116344435596
151	7	0.5401111026473682
151	14	0.8415937243094462
152	4	0.5707052524498741
152	14	0.8211549883098352
153	0	0.5870458899103417
153	3	0.8095536567389311
154	4	0.4195518032395183
154	10	0.7089857218214831
154	16	0.5668470081527637
155	7	1.0
156	0	0.5492913864502283
156	5	0.6360178869502786
156	16	0.54199651313536
157	4	0.5707052524498741
157	14	0.8211549883098352
158	4	1.0
159	8	0.5719557756825937
159	10	0.5350483818579508
159	13	0.6217634757160564
160	4	0.48432018618539946
160	8	0.8748908259053468
161	16	1.0
162	7	0.5401111026473682
162	14	0.8415937243094462
163	7	1.0
164	4	0.7346820089342178
164	7	0.6784116344435596
165	4	0.5048862585582906
165	7	0.46621627821471856
165	14	0.7264518207332316
166	10	0.7073258427628744
166	15	0.7068876517239423
167	0	0.36892711807704764
167	5	0.4271762708576189
167	7	0.24879858081962053
167	13	0.5291003698392596
167	15	0.4550265973856655
167	16	0.3640275754022866
168	7	0.3276964619868915
168	12	0.7949152605314145
168	14	0.5106121398630737
169	7	0.4551586438324912
169	8	0.8904103598591873
170	7	0.5401111026473682
170	14	0.8415937243094462
171	4	1.0
172	0	1.0
173	4	0.7346820089342178
173	7	0.6784116344435596
174	6	1.0
175	7	0.5401111026473682
175	14	0.8415937243094462
176	0	0.5118303589384453
176	1	0.5826790280855655
176	15	0.6312803132509385
177	7	1.0
178	18	1.0
179	7	1.0
180	1	0.49794527139498806
180	4	0.3194417708313275
180	5	0.5064596009823688
180	13	0.6273006729761234
181	7	1.0
182	7	0.39136047238304655
182	17	0.9202374588420745
183	7	0.5401111026473682
183	14	0.8415937243094462
184	4	1.0
185	7	0.5642622455769202
185	16	0.8255956142182995
186	4	0.7346820089342178
186	7	0.6784116344435596
187	7	1.0
188	10	1.0
189	7	0.5401111026473682
189	14	0.8415937243094462
190	4	1.0
191	4	0.5048862585582906
191	7	0.46621627821471856
191	14	0.7264518207332316
192	7	0.5642622455769202
192	16	0.8255956142182995
193	0	0.711817636290042
193	16	0.7023643304343249
194	4	1.0
195	7	0.5642622455769202
195	16	0.8255956142182995
196	7	0.5642622455769202
196	16	0.8255956142182995
197	1	0.8416901016387452
197	4	0.5399608993282371
198	4	0.5048862585582906
198	7	0.46621627821471856
198	14	0.7264518207332316
199	7	1.0
200	4	1.0
201	4	0.7346820089342178
201	7	0.6784116344435596
202	0	0.6157394654504131
202	4	0.4496870979890135
202	14	0.6470289209834897
203	4	0.5707052524498741
203	14	0.8211549883098352
204	1	0.6366234146642168
204	3	0.7711748361437065
205	2	0.5997731043331939
205	3	0.5865390446794854
205	4	0.3106252656375799
205	14	0.4469408425424816
206	16	1.0
207	3	0.8983350427434227
207	7	0.43931099574125515
208	7	0.3811260828245291
208	12	0.9245230710971091
209	3	0.6748629524179949
209	4	0.35740073191266114
209	8	0.6456196343683804
210	6	1.0
211	5	0.8641199327245048
211	7	0.5032859444373519
212	4	1.0
213	7	0.5401111026473682
213	14	0.8415937243094462
214	3	0.8837227420214503
214	4	0.46801080674925544
215	0	1.0
216	4	0.5707052524498741
216	14	0.8211549883098352
217	7	0.4795180468634027
217	10	0.8775320180667526
218	7	1.0
219	4	1.0
220	4	0.509507912849625
220	15	0.8604659707063486
221	13	0.8238448309298712
221	16	0.5668153972415818
222	1	0.4439451570427487
222	3	0.5377737071135048
222	4	0.28479962611239457
222	8	0.5144707720516615
222	14	0.40978181407487485
223	5	0.695818769354823
223	7	0.4052629655097032
223	16	0.5929571392603523
224	0	0.5118303589384453
224	1	0.5826790280855655
224	15	0.6312803132509385
225	7	1.0
226	3	0.8983350427434227
226	7	0.43931099574125515
227	7	1.0
228	7	0.371264916571168
228	8	0.7262921015488506
228	14	0.5784999092058336
229	7	0.24362467194765136
229	14	0.37961262783363753
229	17	0.5728543500042356
229	18	0.6843823242083801
230	4	1.0
231	7	1.0
232	7	0.5401111026473682
232	14	0.8415937243094462
233	7	1.0
234	4	0.7346820089342178
234	7	0.6784116344435596
235	7	0.3605186256008346
235	10	0.6597596047605561
235	15	0.6593508811862467
236	4	1.0
237	4	1.0
238	4	0.5707052524498741
238	14	0.8211549883098352
239	7	1.0
240	4	1.0
241	7	1.0
242	7	0.5642622455769202
242	16	0.8255956142182995
243	4	0.5048862585582906
243	7	0.46621627821471856
243	14	0.7264518207332316
244	7	1.0
245	5	0.8641199327245048
245	7	0.5032859444373519
246	0	0.6536220591183929
246	5	0.7568211174602836
247	7	0.4795180468634027
247	10	0.8775320180667526
248	4	0.5707052524498741
248	14	0.8211549883098352
249	0	0.5492913864502283
249	5	0.6360178869502786
249	16	0.54199651313536
250	4	0.5707052524498741
250	14	0.8211549883098352
251	5	0.8641199327245048
251	7	0.5032859444373519
252	7	0.5642622455769202
252	16	0.8255956142182995
253	0	0.5031781355620536
253	7	0.3393353318124925
253	15	0.6206088511385814
253	16	0.4964956700359544
254	0	0.5150867464769071
254	5	0.5964127458969735
254	7	0.3473663096126385
254	16	0.5082461284471954
255	4	0.5707052524498741
255	14	0.8211549883098352
256	4	0.5707052524498741
256	14	0.8211549883098352
257	4	0.40187707043854365
257	5	0.6371568133014731
257	7	0.37109671515858983
257	16	0.5429670740641184
258	7	1.0
259	7	1.0
260	7	1.0
261	7	0.5401111026473682
261	14	0.8415937243094462
262	7	0.5401111026473682
262	14	0.8415937243094462
263	0	0.4239959484613317
263	16	0.4183650632766372
263	18	0.803242248339759
264	4	0.7346820089342178
264	7	0.6784116344435596
265	4	1.0
266	7	1.0
267	7	1.0
268	4	0.7346820089342178
268	7	0.6784116344435596
269	4	1.0
270	10	0.7810523313252783
270	16	0.6244655760979525
271	4	1.0
272	2	0.7149505172322945
272	3	0.6991750552681887
273	3	0.5559061453689877
273	7	0.2718536744541584
273	8	0.5318174912852004
273	13	0.5781298238197734
274	0	0.6417103751460557
274	7	0.43275927089811234
274	16	0.6331881299279408
275	0	0.5118303589384453
275	1	0.5826790280855655
275	15	0.6312803132509385
276	4	0.4421198747457704
276	7	0.40825726395746825
276	8	0.7986588901281613
277	5	0.8641199327245048
277	7	0.5032859444373519
278	4	0.5214211000697129
278	7	0.48148469192108106
278	16	0.7044803246704283
279	9	0.9078707645575148
279	16	0.41925013400326233
280	7	1.0
281	4	0.7346820089342178
281	7	0.6784116344435596
282	4	0.7346820089342178
282	7	0.6784116344435596
283	4	1.0
284	7	1.0
285	0	0.5721680351093896
285	4	0.41786599317976975
285	15	0.7056994766491929
286	10	0.7810523313252783
286	16	0.6244655760979525
287	1	0.6293545140702549
287	7	0.3728201064141381
287	15	0.681849003719111
288	0	0.5087354272419503
288	5	0.5890586297778962
288	10	0.6278520492545498
289	7	1.0
290	10	0.7073258427628744
290	15	0.7068876517239423
291	4	1.0
292	7	1.0
293	13	0.8238448309298712
293	16	0.5668153972415818
294	7	0.39136047238304655
294	17	0.9202374588420745
295	7	1.0
296	0	0.5349171941201941
296	15	0.6597551082508574
296	16	0.5278132175035769
297	4	0.5707052524498741
297	14	0.8211549883098352
298	1	0.5512212927962851
298	7	0.32653516649776354
298	17	0.76780848615281
299	7	1.0
300	4	1.0
301	3	1.0
302	4	1.0
303	4	0.7346820089342178
303	7	0.6784116344435596
304	7	0.3811260828245291
304	12	0.9245230710971091
305	7	0.2725030977710758
305	9	0.863393249847427
305	14	0.4246105955143678
306	4	1.0
307	0	0.5150867464769071
307	5	0.5964127458969735
307	7	0.3473663096126385
307	16	0.5082461284471954
308	7	0.36123683833214315
308	13	0.7682139670228736
308	16	0.5285406772451637
309	4	0.5048862585582906
309	7	0.46621627821471856
309	14	0.7264518207332316
310	4	0.7346820089342178
310	7	0.6784116344435596
311	0	0.44478275864206795
311	5	0.5150086043249408
311	8	0.5867899582264704
311	16	0.4388758138820201
312	7	1.0
313	3	0.6748629524179949
313	4	0.35740073191266114
313	8	0.6456196343683804
314	4	0.3402575248356959
314	7	0.31419670108754916
314	14	0.48957699728430276
314	17	0.7387960568035491
315	4	0.5707052524498741
315	14	0.8211549883098352
316	7	1.0
317	4	0.5048862585582906
317	7	0.46621627821471856
317	14	0.7264518207332316
318	0	0.8075637507028035
318	4	0.5897802883708648
319	4	0.5048862585582906
319	7	0.46621627821471856
319	14	0.7264518207332316
320	1	0.5488719871692422
320	3	0.664876997953909
320	14	0.5066341079049896
321	6	1.0
322	1	0.32884329335046014
322	2	0.4073327135982863
322	3	0.39834487237679667
322	7	0.19480179911255613
322	11	0.5531890745137701
322	12	0.47254377406046005
323	7	1.0
324	7	0.30134279459250196
324	10	0.5514661072682462
324	13	0.6408420158267846
324	16	0.44090720501331304
325	0	0.46551655213447113
325	4	0.33997623855744225
325	5	0.5390160143277127
325	8	0.6141434956127391
326	1	0.4890690182907489
326	4	0.3137474783601454
326	18	0.8138636342599251
327	7	1.0
328	0	0.8075637507028035
328	4	0.5897802883708648
329	4	0.7346820089342178
329	7	0.6784116344435596
330	4	0.5048862585582906
330	7	0.46621627821471856
330	14	0.7264518207332316
331	16	1.0
332	3	0.8837227420214503
332	4	0.46801080674925544
333	0	0.711817636290042
333	16	0.7023643304343249
334	0	0.5700037387370704
334	14	0.5989690846952909
334	16	0.5624337946861363
335	4	0.5707052524498741
335	14	0.8211549883098352
336	0	0.5349171941201941
336	15	0.6597551082508574
336	16	0.5278132175035769
337	0	0.4514222928808624
337	1	0.5139091464162483
337	4	0.32968291338065847
337	14	0.47436179660327354
337	16	0.4454271716768788
338	7	0.5401111026473682
338	14	0.8415937243094462
339	7	0.3348672838460452
339	10	0.6128169008447376
339	14	0.5217856162926906
339	16	0.4899582827942397
340	18	1.0
341	0	0.5980952755355652
341	5	0.6925273228830123
341	7	0.4033459413983541
342	7	1.0
343	7	1.0
344	0	0.8075637507028035
344	4	0.5897802883708648
345	7	1.0
346	7	0.33413369318478287
346	14	0.5206425453694967
346	17	0.7856755151014119
347	0	0.5980952755355652
347	5	0.6925273228830123
347	7	0.4033459413983541
348	5	0.8641199327245048
348	7	0.5032859444373519
349	0	0.49773506299845216
349	1	0.5666326306895069
349	8	0.6566485124477294
350	0	0.6040689985687681
350	8	0.7969320202929014
351	7	1.0
352	10	0.7810523313252783
352	16	0.6244655760979525
353	7	1.0
354	5	0.8641199327245048
354	7	0.5032859444373519
355	3	0.6748629524179949
355	4	0.35740073191266114
355	8	0.6456196343683804
356	7	1.0
357	4	1.0
358	4	1.0
359	4	0.5949208997986847
359	16	0.8037842515144988
360	18	1.0
361	4	0.5707052524498741
361	14	0.8211549883098352
362	7	1.0
363	4	1.0
364	0	0.5098003012819888
364	4	0.37231756432848684
364	5	0.5902916346156207
364	16	0.503029889974855
365	1	0.5956716759027084
365	3	0.7215678790294081
365	7	0.3528669019336613
366	16	1.0
367	0	0.711817636290042
367	16	0.7023643304343249
368	7	1.0
369	7	0.5401111026473682
369	14	0.8415937243094462
370	10	0.6156917919679794
370	15	0.6153103685706233
370	16	0.49225681065145493
371	7	0.3147948316035266
371	13	0.669449404720151
371	14	0.4905089960639932
371	16	0.46058944114670725
372	7	1.0
373	4	1.0
374	4	0.7346820089342178
374	7	0.6784116344435596
375	5	0.8641199327245048
375	7	0.5032859444373519
376	1	0.4890690182907489
376	4	0.3137474783601454
376	18	0.8138636342599251
377	4	1.0
378	0	0.5530333660868391
378	1	0.6295854449093398
378	16	0.5456887973497062
379	4	0.509507912849625
379	15	0.8604659707063486
380	7	0.5642622455769202
380	16	0.8255956142182995
381	4	1.0
382	0	0.709208834055674
382	4	0.5179496854588922
382	7	0.47827915805565474
383	4	0.5707052524498741
383	14	0.8211549883098352
384	4	1.0
385	0	0.5118303589384453
385	1	0.5826790280855655
385	15	0.6312803132509385
386	4	0.5707052524498741
386	14	0.8211549883098352
387	4	1.0
388	7	0.5401111026473682
388	14	0.8415937243094462
389	7	1.0
390	4	1.0
391	4	0.7346820089342178
391	7	0.6784116344435596
392	7	0.35465312690703177
392	13	0.75421290584935
392	14	0.5526156460193143
393	7	1.0
394	4	0.5707052524498741
394	14	0.8211549883098352
395	7	0.5642622455769202
395	16	0.8255956142182995
396	1	0.5956716759027084
396	3	0.7215678790294081
396	7	0.3528669019336613
397	5	0.695818769354823
397	7	0.4052629655097032
397	16	0.5929571392603523
398	16	1.0
399	7	0.3353624953429513
399	18	0.9420891660120867
400	0	0.40260659587327124
400	1	0.45833627468058896
400	5	0.4661733329451452
400	7	0.2715114849892088
400	14	0.42306547805598965
400	16	0.3972597723383057
401	4	1.0
402	7	0.5401111026473682
402	14	0.8415937243094462
403	0	0.46573002032530486
403	1	0.5301973805466578
403	5	0.5392631865772953
403	16	0.45954488511107916
404	0	0.49703168108347245
404	4	0.362992380408053
404	17	0.7881599074839017
405	4	1.0
406	4	0.5707052524498741
406	14	0.8211549883098352
407	7	0.5401111026473682
407	14	0.8415937243094462
408	4	1.0
409	4	1.0
410	4	0.7346820089342178
410	7	0.6784116344435596
411	4	0.4183229562720061
411	17	0.9082983564093073
412	0	0.711817636290042
412	16	0.7023643304343249
413	7	1.0
414	4	0.7346820089342178
414	7	0.6784116344435596
415	7	0.3811260828245291
415	12	0.9245230710971091
416	4	0.478565243257918
416	5	0.7587422318429805
416	7	0.44191122814816847
417	0	0.5492913864502283
417	5	0.6360178869502786
417	16	0.54199651313536
418	0	0.4568715228604849
418	1	0.5201126706365125
418	15	0.5634952929814113
418	16	0.450804033067906
419	7	0.5642622455769202
419	16	0.8255956142182995
420	5	0.695818769354823
420	7	0.4052629655097032
420	16	0.5929571392603523
421	1	0.6366234146642168
421	3	0.7711748361437065
422	0	0.46778771016680504
422	1	0.5325399002819731
422	4	0.3416349116195751
422	8	0.6171397734608006
423	4	1.0
424	4	0.3597010545588192
424	18	0.9330676027755296
425	7	0.5401111026473682
425	14	0.8415937243094462
426	4	1.0
427	16	1.0
428	7	1.0
429	4	0.45378310675190675
429	13	0.8911121657942886
430	0	0.5980952755355652
430	5	0.6925273228830123
430	7	0.4033459413983541
431	0	0.5530333660868391
431	1	0.6295854449093398
431	16	0.5456887973497062
432	7	1.0
433	4	0.41708825509448016
433	7	0.38514285283280186
433	14	0.6001243194557058
433	16	0.5635185636444274
434	4	0.5707052524498741
434	14	0.8211549883098352
435	4	0.5707052524498741
435	14	0.8211549883098352
436	4	0.7346820089342178
436	7	0.6784116344435596
437	7	1.0
438	0	0.4996293483847391
438	3	0.6890036587441738
438	14	0.5250185448817813
439	0	0.5796721353108246
439	7	0.3909216686421317
439	15	0.7149548688765188
440	4	1.0
441	7	0.371264916571168
441	8	0.7262921015488506
441	14	0.5784999092058336
442	5	0.695818769354823
442	7	0.4052629655097032
442	16	0.5929571392603523
443	7	1.0
444	7	0.5401111026473682
444	14	0.8415937243094462
445	7	1.0
446	0	0.8290853917845675
446	7	0.5591220020079967
447	10	0.7073258427628744
447	15	0.7068876517239423
448	4	0.3799633519583015
448	13	0.746149339735413
448	14	0.5467074299669059
449	4	1.0
450	7	0.5401111026473682
450	14	0.8415937243094462
451	4	0.7346820089342178
451	7	0.6784116344435596
452	0	0.5336383158912409
452	7	0.359877192971717
452	13	0.7653225161927208
453	4	1.0
454	0	0.4347688374398487
454	5	0.5034136054587076
454	7	0.2932011891764492
454	15	0.5362343266624826
454	16	0.4289948827254438
455	4	1.0
456	5	0.7611230027777391
456	16	0.6486075659769915
457	0	0.8290853917845675
457	7	0.5591220020079967
458	7	1.0
459	7	1.0
460	7	1.0
461	7	0.39136047238304655
461	17	0.9202374588420745
462	4	0.7346820089342178
462	7	0.6784116344435596
463	7	1.0
464	3	0.8983350427434227
464	7	0.43931099574125515
465	4	0.39623618749771894
465	5	0.6282134640457903
465	10	0.6695854891713688
466	0	0.40511068853213994
466	1	0.4611869892801137
466	8	0.5344516606862642
466	13	0.5809933849412179
467	7	0.5401111026473682
467	14	0.8415937243094462
468	7	1.0
469	7	1.0
470	7	1.0
471	7	1.0
472	4	0.5048862585582906
472	7	0.46621627821471856
472	14	0.7264518207332316
473	16	1.0
474	0	0.5349171941201941
474	15	0.6597551082508574
474	16	0.5278132175035769
475	4	0.5048862585582906
475	7	0.46621627821471856
475	14	0.7264518207332316
476	4	0.45195330335375505
476	14	0.6502896336399857
476	16	0.6106239464416718
477	0	0.6536220591183929
477	5	0.7568211174602836
478	0	0.35371262838814554
478	1	0.40267429809801875
478	3	0.487780183232516
478	4	0.2583235512857361
478	8	0.4666435791479986
478	15	0.4362613802604375
479	0	0.5530333660868391
479	1	0.6295854449093398
479	16	0.5456887973497062
480	0	0.4981089629809978
480	13	0.7143677534662974
480	16	0.49149381868494557
481	7	0.3811260828245291
481	12	0.9245230710971091
482	4	0.5707052524498741
482	14	0.8211549883098352
483	2	0.489265696609966
483	3	0.47846999508772414
483	8	0.45773682223623624
483	12	0.5675936429265132
484	0	0.5042032044210694
484	1	0.5739961062861231
484	4	0.3682298902621362
484	14	0.5298248262750908
485	0	0.44526922573512967
485	7	0.300282484039071
485	18	0.8435435652013257
486	5	0.7611230027777391
486	16	0.6486075659769915
487	6	1.0
488	0	0.35518393956044125
488	1	0.4043492713560779
488	2	0.5008607116929379
488	3	0.4898091648848954
488	8	0.46858464049661147
489	4	0.7346820089342178
489	7	0.6784116344435596
490	7	0.5401111026473682
490	14	0.8415937243094462
491	4	1.0
492	4	0.7346820089342178
492	7	0.6784116344435596
493	4	0.7346820089342178
493	7	0.6784116344435596
494	4	0.7346820089342178
494	7	0.6784116344435596
495	7	1.0
496	4	0.7346820089342178
496	7	0.6784116344435596
497	3	0.8837227420214503
497	4	0.46801080674925544
498	1	0.5956716759027084
498	3	0.7215678790294081
498	7	0.3528669019336613
499	5	0.7611230027777391
499	16	0.6486075659769915
500	7	1.0
501	6	1.0
502	4	0.7346820089342178
502	7	0.6784116344435596
503	4	1.0
504	3	0.8837227420214503
504	4	0.46801080674925544
505	4	0.33311958979990897
505	7	0.30760547098351415
505	8	0.6017574351809635
505	14	0.4793066327910606
505	16	0.450070387916684
506	1	0.3928919538762901
506	2	0.486668723247471
506	3	0.47593032422870934
506	4	0.25204798338584167
506	12	0.5645809126623338
507	0	0.6297881914984271
507	15	0.7767669108871338
508	1	0.4926541713831436
508	7	0.291840888551932
508	18	0.8198297159703392
509	0	0.5492913864502283
509	5	0.6360178869502786
509	16	0.54199651313536
510	5	0.5910802298120995
510	10	0.6300067850653572
510	16	0.5037019085698292
511	2	0.4763982840440933
511	3	0.4658865033983552
511	7	0.22783154833335323
511	8	0.4456986013286288
511	12	0.5526662494388714
512	2	0.3899261462223616
512	3	0.3813223828285621
512	8	0.36479883285365444
512	11	0.5295496206332116
512	12	0.45235053947196824
512	14	0.29056641430381686
513	2	0.489265696609966
513	3	0.47846999508772414
513	8	0.45773682223623624
513	12	0.5675936429265132
514	4	0.5707052524498741
514	14	0.8211549883098352
515	1	0.5150770829752285
515	18	0.8571438610838498
516	0	0.5898629854868198
516	4	0.43078897656928744
516	5	0.6829952532916768
517	6	1.0
518	7	0.5401111026473682
518	14	0.8415937243094462
519	8	0.7302758859044642
519	10	0.68315234791842
520	4	0.40187707043854365
520	5	0.6371568133014731
520	7	0.37109671515858983
520	16	0.5429670740641184
521	1	0.6366234146642168
521	3	0.7711748361437065
522	0	0.3693876059684036
522	1	0.42051904009548635
522	2	0.5208899350709575
522	10	0.4558769705381553
522	15	0.45559455302805124
523	0	0.4972522411337856
523	10	0.6136801604024812
523	15	0.6132999832185
524	4	1.0
