userId_1,userId_2,movieIds
1,51,3 70 260 316 333 527 593 661 804 919 1009 1024 1090 1196 1214 1224 1298 1500 1580 1777 1805 1967 2033 2054 2137 2291 2470 2580 2617 2641 2644 2797 2826 2872 2916 3253 3489 3671 3809 5060 
1,52,260 356 733 1196 1198 1210 2571 2959 
1,53,1049 1256 1298 2616 
1,54,1 47 50 110 296 356 457 480 500 590 592 593 
1,55,673 1275 2005 2427 2542 2580 
1,56,47 110 231 296 316 333 349 356 367 457 480 592 593 733 
1,57,1 6 50 70 110 151 235 260 296 316 349 356 367 457 480 500 527 552 553 590 592 593 596 608 648 673 733 736 780 923 940 1030 1032 1049 1060 1080 1092 1127 1136 1196 1197 1198 1206 1208 1210 1220 1222 1226 1240 1256 1265 1270 1275 1278 1282 1291 1377 1500 1517 1552 1573 1580 1617 1620 1676 1954 2000 2005 2028 2054 2094 2115 2174 2193 2268 2273 2291 2353 2406 2470 2478 2529 2571 2580 2616 2617 2628 2640 2641 2700 2716 2761 2797 2858 2916 2947 2949 2985 2987 2997 3033 3253 3386 3441 3479 3489 3527 3578 3639 3671 3740 5060 
1,58,3 47 50 110 216 223 231 296 333 349 356 362 367 457 480 500 527 543 552 590 592 596 648 736 780 1073 
1,59,110 260 367 480 527 552 593 608 648 733 780 1090 1097 1196 1208 1210 1219 1222 1224 1552 1573 1580 1617 1625 1927 2028 2174 2427 2571 2616 2944 2987 3386 3448 3450 3479 3489 5060 
1,60,50 362 527 3386 
1,61,50 235 593 1080 1089 1090 1208 1213 1214 1258 2012 2174 
1,62,6 47 110 260 296 356 527 593 1089 1097 1196 1198 1210 1265 1270 1291 1580 1732 2012 2028 2115 2329 2571 2617 2628 2959 3147 3578 3793 
1,63,1 47 50 110 231 260 296 356 367 480 500 527 592 608 648 780 1073 1080 1089 1097 1136 1196 1198 1208 1210 1213 1214 1220 1222 1265 1270 1278 1282 1291 1580 1617 1732 2000 2028 2078 2115 2329 2542 2571 2692 2716 2858 2959 2997 3578 3617 3793 
1,64,1 3 6 47 50 70 110 151 163 223 231 260 296 316 333 356 367 480 500 527 543 553 590 593 596 608 736 780 919 1029 1042 1060 1073 1089 1090 1092 1097 1136 1196 1197 1208 1210 1213 1214 1222 1240 1258 1265 1282 1348 1396 1408 1517 1552 1580 1617 1625 1644 1732 1777 1805 1967 2005 2018 2028 2054 2078 2115 2161 2174 2193 2268 2273 2291 2329 2395 2406 2427 2450 2470 2502 2542 2571 2580 2617 2640 2657 2692 2700 2761 2797 2826 2858 2916 2959 2987 2997 3033 3052 3147 3176 3247 3253 3273 3386 3450 3489 3617 3671 3793 3809 
1,65,527 2028 2329 2959 3147 
1,66,1 47 50 110 223 260 296 356 457 480 590 592 593 608 780 919 954 1023 1049 1073 1080 1089 1090 1127 1136 1196 1197 1198 1206 1210 1213 1214 1222 1224 1240 1258 1265 1270 1275 1500 1517 1625 2000 2028 2115 2139 2268 2291 2470 2502 2571 2580 2617 2628 2648 2700 2716 2797 2858 2959 2987 3033 3052 3578 3740 3809 
1,67,296 356 1270 1291 1580 2012 2028 2329 2571 2858 2959 
1,68,1 3 6 47 50 70 110 163 216 223 231 260 296 316 333 356 367 441 457 480 500 527 552 553 590 592 593 596 608 648 736 780 919 923 1025 1029 1031 1032 1042 1049 1060 1073 1089 1090 1097 1127 1136 1196 1197 1198 1206 1208 1210 1213 1214 1219 1220 1222 1240 1258 1265 1270 1275 1278 1282 1291 1377 1408 1500 1517 1552 1573 1580 1587 1617 1620 1625 1644 1676 1732 1777 1805 1954 1967 2000 2005 2012 2018 2028 2046 2054 2078 2094 2096 2115 2139 2161 2174 2193 2268 2273 2291 2329 2338 2353 2395 2406 2427 2470 2478 2502 2542 2571 2616 2617 2628 2640 2657 2692 2700 2716 2797 2826 2858 2916 2947 2948 2949 2959 2985 2987 2993 2997 3033 3034 3052 3147 3168 3176 3247 3253 3273 3448 3450 3489 3527 3578 3617 3671 3702 3703 3740 3793 3809 
1,69,50 260 296 333 356 553 593 1196 1210 1258 1580 2571 2628 3671 3793 
1,70,356 527 1097 1210 1270 1954 2366 2858 3147 
1,71,1 260 608 648 733 736 780 1073 1210 1240 
1,72,47 50 110 260 296 356 457 527 590 593 648 780 1196 1198 1210 1270 2329 2427 2571 2858 
1,73,1 260 1206 1732 2028 2502 2858 3671 3793 
1,74,296 608 923 1206 1208 1219 1348 1617 2644 2692 2858 2997 3273 
1,75,47 151 260 592 1090 1196 1198 1214 1240 1275 1291 2078 2115 2193 2529 2571 2628 2640 3034 3176 
1,76,1 47 260 296 356 480 553 593 608 673 923 1080 1089 1136 1196 1206 1208 1213 1214 1220 1258 1278 1732 2502 2571 2628 2858 2959 3671 
1,77,260 1196 1198 1210 2571 3578 
1,78,1 260 296 356 480 590 593 608 648 780 1198 1240 1270 1291 1552 2000 2571 2716 2991 3809 
1,79,6 260 457 480 1127 1196 1197 1210 1220 1222 1240 1291 1580 1954 2000 2028 2406 2427 2571 2692 2916 2944 2947 3062 3578 3702 
1,80,50 593 648 1214 1258 1625 1676 2291 2470 2571 2959 3147 3527 
1,81,47 110 231 296 316 356 367 457 480 592 
1,82,1 6 47 110 163 231 260 356 367 480 590 592 648 733 780 1089 1092 1127 1196 1198 1210 1214 1270 1291 1377 1517 1552 1573 1580 2000 2012 2028 2115 2273 2571 2617 2628 2700 2948 2987 3052 3253 3578 3617 3703 3744 3793 
1,83,110 356 480 923 1090 1206 1222 1258 1270 1282 1291 1348 1676 2028 2115 2389 2858 3147 3578 
1,84,6 50 223 235 260 296 349 356 457 480 500 527 590 592 593 608 733 736 919 923 954 1009 1023 1042 1073 1090 1092 1097 1136 1196 1197 1198 1208 1210 1213 1214 1219 1220 1258 1265 1270 1291 1408 5060 
1,85,527 
1,86,1 260 356 457 480 590 648 780 1097 1196 1210 1265 2028 2571 2628 2858 2959 3578 3793 
1,87,1136 2139 
1,88,50 223 527 1625 1732 2105 2478 2542 
1,89,1 356 954 1080 1136 1197 1256 1265 1270 1278 1517 1580 1732 2395 2716 2987 2997 
1,90,1 260 608 780 1060 1073 
1,91,1 3 6 47 50 110 151 163 223 231 235 260 296 316 349 356 367 457 480 500 543 552 553 590 592 593 608 648 733 736 780 919 923 1073 1080 1089 1092 1097 1127 1136 1196 1197 1198 1206 1208 1210 1213 1214 1219 1220 1240 1258 1265 1270 1278 1291 1298 1377 1396 1408 1500 1517 1552 1573 1580 1617 1644 1676 1805 1954 1967 2000 2012 2028 2054 2058 2096 2115 2137 2174 2268 2291 2353 2395 2450 2502 2529 2542 2571 2617 2628 2641 2654 2657 2692 2700 2716 2761 2797 2916 2944 2947 2949 2959 2985 2987 2993 2997 3147 3176 3578 3671 3703 3740 3793 3809 5060 
1,92,2139 3168 
1,93,1 110 260 316 349 356 362 367 480 527 552 590 593 648 733 736 1049 1097 1265 1377 1552 1580 1676 2012 2028 2054 2094 2105 2161 2174 2193 2268 2617 2628 2797 2872 2916 
1,94,47 110 231 296 316 356 367 457 480 500 590 592 593 
1,95,260 480 608 1042 1089 1196 1198 1206 1208 1210 1214 1240 1270 1291 1396 1617 1967 2028 2105 2115 2268 2528 2571 2640 2692 2985 3033 3053 3527 3702 3703 3793 
1,96,1 50 110 260 296 367 480 527 648 733 780 1089 1097 1198 1210 1214 1220 1291 1587 1617 1625 2000 2028 2054 2058 2115 2174 2353 2571 2628 2716 2858 2944 2947 2948 3033 3176 3578 
1,97,593 1210 2028 2571 3448 3578 3793 
1,98,1 356 593 608 1197 1214 1219 1240 1258 1270 
1,99,163 231 296 316 333 349 592 
1,100,3 223 235 296 356 441 553 590 592 648 919 923 1197 1213 1220 1265 1270 1278 1500 1517 1580 1777 2005 2028 2291 2329 2406 2502 2716 
2,1,333 3578 
2,3,
2,4,1704 
2,5,318 
2,6,318 333 
2,7,3578 8798 48516 
2,8,318 
2,9,
2,10,3578 58559 91529 106782 109487 
2,11,318 1704 
2,12,
2,13,3578 
2,14,318 
2,15,318 3578 6874 58559 79132 91529 99114 109487 115713 122882 
2,16,318 1704 58559 79132 91529 
2,17,318 48516 58559 68157 77455 79132 
2,18,318 1704 3578 6874 8798 48516 58559 60756 68157 74458 79132 80489 91529 91658 99114 106782 109487 112552 114060 115713 
2,19,333 3578 
2,20,3578 
2,21,1704 3578 6874 8798 58559 79132 91529 99114 106782 109487 122882 
2,22,318 3578 6874 8798 48516 58559 68157 
2,23,6874 
2,24,318 1704 3578 58559 68157 79132 91529 
2,25,3578 58559 68157 74458 79132 91529 
2,26,
2,27,
2,28,318 1704 3578 6874 8798 48516 58559 
2,29,318 3578 48516 80489 99114 
2,30,318 58559 79132 91529 109487 
2,31,
2,32,318 
2,33,318 1704 
2,34,318 6874 
2,35,
2,36,318 1704 
2,37,318 
2,38,318 
2,39,
2,40,318 
2,41,1704 3578 6874 48516 68157 79132 80906 91529 99114 112552 115713 122882 
2,42,318 333 1704 3578 
2,43,318 
2,44,
2,45,333 1704 3578 
2,46,318 
2,47,318 91658 106782 112552 
2,48,
2,49,318 79132 109487 
2,50,318 6874 58559 74458 79132 89774 99114 106782 109487 112552 122882 
2,51,333 58559 
2,52,318 1704 6874 48516 58559 71535 74458 79132 122882 
2,53,
2,54,318 
2,55,48516 
2,56,318 333 
2,57,1704 3578 
2,58,318 333 
2,59,
2,60,318 58559 
2,61,318 6874 
2,62,318 1704 3578 6874 48516 58559 60756 68157 71535 74458 79132 91529 91658 99114 106782 109487 112552 115713 122882 
2,63,318 1704 3578 6874 48516 58559 71535 74458 77455 79132 91529 91658 
2,64,318 333 1704 6874 8798 
2,65,318 8798 58559 74458 79132 89774 109487 
2,66,318 1704 3578 6874 8798 
2,67,318 68157 79132 99114 
2,68,318 333 1704 3578 6874 8798 46970 48516 58559 60756 68157 71535 74458 79132 80906 89774 91529 99114 106782 122882 
2,69,318 333 
2,70,318 1704 
2,71,
2,72,318 
2,73,6874 58559 60756 68157 71535 74458 79132 91529 99114 106782 109487 
2,74,48516 
2,75,
2,76,318 6874 58559 68157 74458 77455 79132 99114 
2,77,3578 58559 79132 109487 
2,78,318 
2,79,3578 
2,80,318 6874 8798 48516 58559 71535 74458 79132 80489 91658 
2,81,318 
2,82,3578 
2,83,318 3578 6874 58559 71535 79132 
2,84,318 
2,85,1704 
2,86,318 3578 58559 79132 
2,87,
2,88,318 6874 48516 58559 68157 79132 
2,89,71535 
2,90,
2,91,318 1704 3578 6874 8798 
2,92,
2,93,318 1704 
2,94,318 
2,95,
2,96,3578 
2,97,3578 
2,98,1704 74458 79132 109487 
2,99,318 333 
2,100,
3,1,527 1275 1587 2018 2090 2105 3703 
3,2,
3,4,914 
3,5,527 
3,6,31 527 647 
3,7,
3,8,527 
3,9,
3,10,
3,11,
3,12,
3,13,
3,14,527 
3,15,527 849 3949 
3,16,527 849 3949 
3,17,527 1093 1263 3949 
3,18,527 849 1275 1371 3949 72378 
3,19,720 849 1371 2105 2424 
3,20,720 914 2018 2080 2090 
3,21,2288 2424 72378 
3,22,3210 3949 
3,23,3949 
3,24,2424 
3,25,527 
3,26,
3,27,2080 
3,28,31 527 647 1275 1371 1587 2105 3949 72378 
3,29,914 1272 
3,30,
3,31,1302 
3,32,527 849 
3,33,527 914 2080 
3,34,2424 
3,35,
3,36,
3,37,
3,38,527 
3,39,2018 2080 
3,40,31 
3,41,3949 
3,42,527 647 1093 1124 1302 2105 2424 3210 
3,43,
3,44,849 
3,45,849 1302 1371 2080 2105 
3,46,
3,47,31 3949 
3,48,
3,49,527 
3,50,914 1263 2018 3949 72378 
3,51,527 849 1093 1272 1302 1371 3949 4518 
3,52,
3,53,
3,54,
3,55,1275 
3,56,
3,57,527 720 849 1275 1371 2080 2288 
3,58,31 527 
3,59,527 647 1263 
3,60,527 
3,61,3949 
3,62,527 3949 
3,63,527 3949 
3,64,527 647 1263 1302 2018 2080 3210 3949 
3,65,527 
3,66,849 1093 1275 1302 2288 6238 
3,67,
3,68,31 527 647 1124 1275 1302 1587 2018 2080 2288 2424 3210 3703 3949 
3,69,
3,70,527 1272 1302 
3,71,647 
3,72,527 1093 
3,73,72378 
3,74,1263 3949 
3,75,1275 
3,76,
3,77,
3,78,
3,79,
3,80,1302 
3,81,
3,82,3703 
3,83,
3,84,31 527 647 914 1124 1263 1272 1302 1371 
3,85,527 
3,86,
3,87,
3,88,527 2105 
3,89,2424 5048 
3,90,
3,91,2288 3703 3949 
3,92,
3,93,527 849 2105 2424 
3,94,
3,95,2105 3703 
3,96,527 1587 
3,97,
3,98,72378 
3,99,
3,100,914 
4,1,47 235 260 296 441 457 553 593 608 648 919 1025 1060 1073 1080 1136 1196 1197 1198 1213 1219 1265 1282 1291 1500 1517 1580 1617 1732 1967 2078 2174 2395 2406 2571 2628 2692 2858 2959 2997 3033 3176 3386 3489 3809 
4,2,1704 
4,3,914 
4,5,21 58 232 247 265 296 357 457 475 588 595 608 
4,6,21 32 45 47 126 171 222 265 296 342 348 351 357 368 450 457 475 509 539 553 588 593 595 608 708 1073 1084 
4,7,58 260 588 593 595 648 920 1183 1196 1219 1517 1617 1923 2019 2324 2628 2683 2762 2858 3408 4246 4896 
4,8,21 32 47 235 296 357 457 539 593 
4,9,1198 
4,10,296 588 912 1907 2571 2762 2858 2959 4246 
4,11,368 457 593 648 1391 1597 1704 1923 
4,12,222 357 920 1265 3967 
4,13,47 1198 2145 2174 2571 3897 3996 
4,14,32 47 296 351 509 539 553 593 
4,15,47 260 296 588 1196 1198 1265 2150 2571 2762 2858 2959 4226 
4,16,47 260 296 319 593 608 904 912 1136 1188 1196 1197 1198 1199 1203 1213 1219 1617 1704 2019 2109 2571 2762 2858 2959 4002 4226 
4,17,47 260 296 593 899 904 910 1196 1197 1198 1213 1259 1291 1466 1732 1967 2019 2571 2762 2858 2959 3508 4226 
4,18,32 47 235 260 296 457 588 593 595 608 648 904 908 919 1080 1086 1136 1196 1198 1203 1213 1219 1291 1391 1466 1517 1580 1617 1704 1732 1892 2019 2324 2571 2683 2692 2762 2959 2997 4226 4239 4896 
4,19,32 47 235 260 319 348 351 357 368 450 457 539 588 648 708 904 910 930 1057 1073 1077 1079 1086 1136 1179 1196 1197 1198 1219 1259 1265 1291 1391 1500 1517 1580 1597 1617 1732 1834 1885 1892 1895 1907 1923 1967 1968 2078 2145 2150 2174 2186 2203 2359 2406 2467 2571 2628 2683 2762 2763 2791 2858 2959 2997 3033 3044 3175 3176 3255 3358 3481 3489 3591 3809 
4,20,588 595 899 914 919 1025 1073 1282 1907 1947 2078 2770 3408 3897 3967 3996 4014 4027 4029 4226 4246 4308 4641 4896 
4,21,260 296 588 648 902 1196 1198 1265 1291 1391 1580 1704 2174 2571 2628 2683 2762 2763 2858 2959 3489 4896 
4,22,2959 3481 3489 3911 3996 4027 4034 4226 
4,23,32 58 296 608 904 912 1080 1136 1199 1203 1213 1266 1617 2019 2467 3996 4027 4226 
4,24,32 296 457 593 608 1197 1198 1265 1580 1704 2571 4027 
4,25,260 1198 2571 
4,26,47 296 457 593 
4,27,126 260 595 648 902 920 1196 1197 1198 1250 1304 1580 1907 1947 2150 2174 2406 2628 3033 3489 3508 3809 
4,28,21 32 47 260 296 345 457 475 553 593 599 608 898 899 1080 1136 1196 1197 1198 1199 1213 1266 1466 1517 1580 1617 1641 1704 1732 2571 2628 2683 2762 2763 2858 2959 2997 3033 3175 3176 3317 3386 3408 3508 3911 3967 3996 4027 4034 4226 4881 
4,29,296 904 914 1136 1198 1213 1250 1617 3591 
4,30,260 1196 1198 1291 2571 
4,31,588 648 912 1057 1073 1136 1196 1197 1198 1265 1282 1391 
4,32,21 32 52 58 260 265 296 345 357 538 539 553 593 608 648 708 912 1073 1079 1080 1084 1086 1103 1183 1196 1197 1198 1391 
4,33,21 32 58 232 265 296 345 457 475 509 588 593 608 800 914 919 1060 1183 1188 1213 1500 1580 1617 1641 1704 1719 1885 1923 2324 2336 2571 2762 
4,34,357 1391 1580 2324 2571 2628 2762 2959 3489 3996 4226 4246 
4,35,21 222 235 342 595 
4,36,904 908 919 1086 1094 1500 1597 1617 1704 1892 2359 2406 3897 
4,37,296 457 593 1073 
4,38,21 222 235 296 342 357 368 457 509 539 588 593 595 648 
4,39,32 47 260 296 457 588 593 608 908 1025 1073 1136 1196 1197 1198 1213 1219 1282 1291 1500 1617 1907 1967 1968 2078 2174 2571 2599 2692 2762 2858 2997 3481 3911 
4,40,21 126 235 265 296 351 457 509 553 588 595 
4,41,47 215 296 357 593 595 608 920 1213 1219 1225 1259 1265 1641 1704 1732 2324 2571 2692 2712 2858 2959 3160 3408 3996 4014 4027 4034 4226 4246 
4,42,21 47 260 296 368 457 509 553 593 648 708 912 1060 1079 1094 1196 1197 1213 1265 1266 1391 1466 1500 1517 1580 1597 1617 1641 1704 1883 1892 1923 1968 2406 2571 2628 2683 2712 2763 2770 2791 2959 2997 3033 3176 3255 3408 3481 4002 4027 4034 
4,43,47 296 351 457 539 553 588 595 648 1073 1084 
4,44,260 648 1391 1517 
4,45,21 32 260 296 357 368 441 457 588 593 595 648 919 1060 1073 1080 1136 1196 1197 1198 1213 1225 1259 1265 1282 1291 1391 1500 1517 1580 1641 1704 1732 1883 1923 1968 2078 2174 2324 2571 2628 2683 2712 2762 2763 2791 2858 2959 2997 3033 3175 3176 3255 3408 3481 3489 3897 3911 3996 4033 4034 4308 4896 
4,46,32 457 588 593 595 
4,47,47 539 593 1203 1259 1265 1580 1968 2762 2959 3255 3408 
4,48,1580 2571 2791 
4,49,2571 
4,50,32 296 593 608 899 914 1079 1080 1136 1198 1199 1225 1291 1391 1580 1732 1968 2019 2571 2712 2959 4226 4896 
4,51,247 260 593 708 912 919 1079 1196 1304 1391 1500 1580 1641 1834 1967 2150 2282 2683 2762 2791 3255 3481 3489 3809 4002 4014 4034 4308 
4,52,260 588 1196 1198 1704 1923 2324 2571 2959 3996 
4,53,
4,54,21 32 47 296 457 588 593 595 
4,55,1947 2763 
4,56,47 296 457 593 
4,57,21 32 52 162 171 235 260 265 296 357 417 457 539 553 588 593 595 608 648 892 899 904 908 912 920 1060 1079 1080 1094 1136 1179 1183 1196 1197 1198 1250 1265 1266 1282 1283 1288 1291 1304 1391 1500 1517 1580 1597 1617 1641 1704 1907 1968 2019 2109 2150 2174 2324 2336 2390 2406 2571 2599 2628 2683 2762 2770 2791 2858 2921 2997 3033 3044 3160 3175 3255 3386 3489 
4,58,21 32 47 222 265 296 342 345 357 368 457 475 509 539 588 595 648 708 1073 
4,59,260 593 608 648 904 912 1086 1094 1183 1188 1196 1219 1250 1580 1617 2076 2174 2571 2763 3204 3386 3489 
4,60,1203 2150 3386 
4,61,32 235 593 1080 1213 1304 2174 4226 
4,62,47 260 296 593 1196 1198 1203 1265 1291 1580 1704 1732 2571 2628 2762 2959 4896 
4,63,32 47 260 296 357 588 595 608 648 912 1073 1080 1084 1136 1196 1198 1203 1213 1265 1282 1288 1291 1580 1617 1704 1732 1923 1968 2078 2571 2683 2692 2791 2858 2959 2997 3481 3897 3996 4014 4027 4226 4246 4896 
4,64,32 45 47 260 265 296 357 509 553 588 593 595 608 708 908 919 1060 1073 1079 1094 1136 1183 1196 1197 1203 1213 1225 1250 1265 1266 1282 1288 1391 1466 1517 1580 1617 1641 1704 1732 1883 1907 1947 1967 1968 2019 2078 2174 2324 2395 2406 2571 2599 2683 2692 2712 2762 2770 2858 2959 2997 3033 3160 3175 3176 3386 3408 3481 3489 3809 3897 3996 4002 4027 4034 4144 4226 4239 4246 4308 4641 4896 
4,65,2959 4226 
4,66,21 32 47 260 296 357 457 593 608 912 919 1073 1079 1080 1094 1136 1196 1197 1198 1203 1213 1259 1265 1266 1288 1449 1500 1517 1641 1704 1923 1968 2019 2571 2599 2628 2683 2762 2763 2858 2959 3033 3481 3809 3911 4027 4226 
4,67,296 1291 1580 2571 2858 2959 
4,68,47 247 260 296 345 357 368 441 457 539 553 588 593 595 608 648 708 902 910 912 919 920 1025 1060 1073 1103 1136 1196 1197 1198 1213 1219 1265 1282 1291 1391 1466 1500 1517 1580 1597 1617 1704 1732 1883 1885 1892 1895 1923 1967 1968 2019 2078 2109 2145 2150 2174 2324 2395 2406 2571 2599 2628 2683 2692 2762 2763 2791 2858 2959 2997 3033 3160 3175 3176 3255 3408 3481 3489 3809 3897 3911 3996 4014 4027 4034 4226 4239 4246 4308 4896 
4,69,260 296 553 593 1196 1266 1580 2571 2628 2762 3175 4020 4027 
4,70,1250 1259 1288 1304 1704 1914 1968 2858 3255 
4,71,260 608 648 1073 
4,72,32 47 260 296 457 593 648 912 1196 1198 2571 2858 
4,73,260 1732 2858 3911 4226 
4,74,58 296 475 608 1084 1094 1103 1219 1617 2076 2692 2858 2997 3083 3160 3481 3996 4034 4226 
